region,vm_size,quota,regions_supporting_instance,family_series,vcpu,memory_gb
qatarcentral,Standard_B12ms,,35,Standard,12,48
qatarcentral,Standard_B16ls_v2,,34,Standard,16,32
qatarcentral,Standard_B16ms,,35,Standard,16,64
qatarcentral,Standard_B16s_v2,,34,Standard,16,64
qatarcentral,Standard_B1ls,,35,Standard,1,0.5
qatarcentral,Standard_B1ms,,35,Standard,1,2
qatarcentral,Standard_B1s,,35,Standard,1,1
qatarcentral,Standard_B20ms,,35,Standard,20,80
qatarcentral,Standard_B2ls_v2,,34,Standard,2,4
qatarcentral,Standard_B2ms,,35,Standard,2,8
qatarcentral,Standard_B2s,,35,Standard,2,4
qatarcentral,Standard_B2s_v2,,34,Standard,2,8
qatarcentral,Standard_B2ts_v2,,34,Standard,2,1
qatarcentral,Standard_B32ls_v2,,34,Standard,32,64
qatarcentral,Standard_B32s_v2,,34,Standard,32,128
qatarcentral,Standard_B4ls_v2,,34,Standard,4,8
qatarcentral,Standard_B4ms,,35,Standard,4,16
qatarcentral,Standard_B4s_v2,,34,Standard,4,16
qatarcentral,Standard_B8ls_v2,,34,Standard,8,16
qatarcentral,Standard_B8ms,,35,Standard,8,32
qatarcentral,Standard_B8s_v2,,34,Standard,8,32
qatarcentral,Standard_D11_v2,,35,Standard,2,14
qatarcentral,Standard_D11_v2_Promo,,35,Standard,2,14
qatarcentral,Standard_D12_v2,,35,Standard,4,28
qatarcentral,Standard_D12_v2_Promo,,35,Standard,4,28
qatarcentral,Standard_D13_v2,,35,Standard,8,56
qatarcentral,Standard_D13_v2_Promo,,35,Standard,8,56
qatarcentral,Standard_D14_v2,,35,Standard,16,112
qatarcentral,Standard_D14_v2_Promo,,35,Standard,16,112
qatarcentral,Standard_D15_v2,,35,Standard,20,140
qatarcentral,Standard_D16_v3,,35,Standard,16,64
qatarcentral,Standard_D16_v4,,35,Standard,16,64
qatarcentral,Standard_D16_v5,,34,Standard,16,64
qatarcentral,Standard_D16d_v4,,35,Standard,16,64
qatarcentral,Standard_D16d_v5,,34,Standard,16,64
qatarcentral,Standard_D16ds_v4,,35,Standard,16,64
qatarcentral,Standard_D16ds_v5,,34,Standard,16,64
qatarcentral,Standard_D16lds_v5,,34,Standard,16,32
qatarcentral,Standard_D16ls_v5,,34,Standard,16,32
qatarcentral,Standard_D16s_v3,,35,Standard,16,64
qatarcentral,Standard_D16s_v4,,35,Standard,16,64
qatarcentral,Standard_D16s_v5,,34,Standard,16,64
qatarcentral,Standard_D1_v2,,35,Standard,1,3.5
qatarcentral,Standard_D2_v2,,35,Standard,2,7
qatarcentral,Standard_D2_v2_Promo,,35,Standard,2,7
qatarcentral,Standard_D2_v3,,35,Standard,2,8
qatarcentral,Standard_D2_v4,,35,Standard,2,8
qatarcentral,Standard_D2_v5,,34,Standard,2,8
qatarcentral,Standard_D2d_v4,,35,Standard,2,8
qatarcentral,Standard_D2d_v5,,34,Standard,2,8
qatarcentral,Standard_D2ds_v4,,35,Standard,2,8
qatarcentral,Standard_D2ds_v5,,34,Standard,2,8
qatarcentral,Standard_D2lds_v5,,34,Standard,2,4
qatarcentral,Standard_D2ls_v5,,34,Standard,2,4
qatarcentral,Standard_D2s_v3,,35,Standard,2,8
qatarcentral,Standard_D2s_v4,,35,Standard,2,8
qatarcentral,Standard_D2s_v5,,34,Standard,2,8
qatarcentral,Standard_D32_v3,,35,Standard,32,128
qatarcentral,Standard_D32_v4,,35,Standard,32,128
qatarcentral,Standard_D32_v5,,34,Standard,32,128
qatarcentral,Standard_D32d_v4,,35,Standard,32,128
qatarcentral,Standard_D32d_v5,,34,Standard,32,128
qatarcentral,Standard_D32ds_v4,,35,Standard,32,128
qatarcentral,Standard_D32ds_v5,,34,Standard,32,128
qatarcentral,Standard_D32lds_v5,,34,Standard,32,64
qatarcentral,Standard_D32ls_v5,,34,Standard,32,64
qatarcentral,Standard_D32s_v3,,35,Standard,32,128
qatarcentral,Standard_D32s_v4,,35,Standard,32,128
qatarcentral,Standard_D32s_v5,,34,Standard,32,128
qatarcentral,Standard_D3_v2,,35,Standard,4,14
qatarcentral,Standard_D3_v2_Promo,,35,Standard,4,14
qatarcentral,Standard_D48_v3,,35,Standard,48,192
qatarcentral,Standard_D48_v4,,35,Standard,48,192
qatarcentral,Standard_D48_v5,,34,Standard,48,192
qatarcentral,Standard_D48d_v4,,35,Standard,48,192
qatarcentral,Standard_D48d_v5,,34,Standard,48,192
qatarcentral,Standard_D48ds_v4,,35,Standard,48,192
qatarcentral,Standard_D48ds_v5,,34,Standard,48,192
qatarcentral,Standard_D48lds_v5,,34,Standard,48,96
qatarcentral,Standard_D48ls_v5,,34,Standard,48,96
qatarcentral,Standard_D48s_v3,,35,Standard,48,192
qatarcentral,Standard_D48s_v4,,35,Standard,48,192
qatarcentral,Standard_D48s_v5,,34,Standard,48,192
qatarcentral,Standard_D4_v2,,35,Standard,8,28
qatarcentral,Standard_D4_v2_Promo,,35,Standard,8,28
qatarcentral,Standard_D4_v3,,35,Standard,4,16
qatarcentral,Standard_D4_v4,,35,Standard,4,16
qatarcentral,Standard_D4_v5,,34,Standard,4,16
qatarcentral,Standard_D4d_v4,,35,Standard,4,16
qatarcentral,Standard_D4d_v5,,34,Standard,4,16
qatarcentral,Standard_D4ds_v4,,35,Standard,4,16
qatarcentral,Standard_D4ds_v5,,34,Standard,4,16
qatarcentral,Standard_D4lds_v5,,34,Standard,4,8
qatarcentral,Standard_D4ls_v5,,34,Standard,4,8
qatarcentral,Standard_D4s_v3,,35,Standard,4,16
qatarcentral,Standard_D4s_v4,,35,Standard,4,16
qatarcentral,Standard_D4s_v5,,34,Standard,4,16
qatarcentral,Standard_D5_v2,,35,Standard,16,56
qatarcentral,Standard_D5_v2_Promo,,35,Standard,16,56
qatarcentral,Standard_D64_v3,,35,Standard,64,256
qatarcentral,Standard_D64_v4,,35,Standard,64,256
qatarcentral,Standard_D64_v5,,34,Standard,64,256
qatarcentral,Standard_D64d_v4,,35,Standard,64,256
qatarcentral,Standard_D64d_v5,,34,Standard,64,256
qatarcentral,Standard_D64ds_v4,,35,Standard,64,256
qatarcentral,Standard_D64ds_v5,,34,Standard,64,256
qatarcentral,Standard_D64lds_v5,,34,Standard,64,128
qatarcentral,Standard_D64ls_v5,,34,Standard,64,128
qatarcentral,Standard_D64s_v3,,35,Standard,64,256
qatarcentral,Standard_D64s_v4,,35,Standard,64,256
qatarcentral,Standard_D64s_v5,,34,Standard,64,256
qatarcentral,Standard_D8_v3,,35,Standard,8,32
qatarcentral,Standard_D8_v4,,35,Standard,8,32
qatarcentral,Standard_D8_v5,,34,Standard,8,32
qatarcentral,Standard_D8d_v4,,35,Standard,8,32
qatarcentral,Standard_D8d_v5,,34,Standard,8,32
qatarcentral,Standard_D8ds_v4,,35,Standard,8,32
qatarcentral,Standard_D8ds_v5,,34,Standard,8,32
qatarcentral,Standard_D8lds_v5,,34,Standard,8,16
qatarcentral,Standard_D8ls_v5,,34,Standard,8,16
qatarcentral,Standard_D8s_v3,,35,Standard,8,32
qatarcentral,Standard_D8s_v4,,35,Standard,8,32
qatarcentral,Standard_D8s_v5,,34,Standard,8,32
qatarcentral,Standard_D96_v5,,34,Standard,96,384
qatarcentral,Standard_D96d_v5,,34,Standard,96,384
qatarcentral,Standard_D96ds_v5,,34,Standard,96,384
qatarcentral,Standard_D96lds_v5,,34,Standard,96,192
qatarcentral,Standard_D96ls_v5,,34,Standard,96,192
qatarcentral,Standard_D96s_v5,,34,Standard,96,384
qatarcentral,Standard_DS11-1_v2,,35,Standard,2,14
qatarcentral,Standard_DS11_v2,,35,Standard,2,14
qatarcentral,Standard_DS11_v2_Promo,,35,Standard,2,14
qatarcentral,Standard_DS12-1_v2,,35,Standard,4,28
qatarcentral,Standard_DS12-2_v2,,35,Standard,4,28
qatarcentral,Standard_DS12_v2,,35,Standard,4,28
qatarcentral,Standard_DS12_v2_Promo,,35,Standard,4,28
qatarcentral,Standard_DS13-2_v2,,35,Standard,8,56
qatarcentral,Standard_DS13-4_v2,,35,Standard,8,56
qatarcentral,Standard_DS13_v2,,35,Standard,8,56
qatarcentral,Standard_DS13_v2_Promo,,35,Standard,8,56
qatarcentral,Standard_DS14-4_v2,,35,Standard,16,112
qatarcentral,Standard_DS14-8_v2,,35,Standard,16,112
qatarcentral,Standard_DS14_v2,,35,Standard,16,112
qatarcentral,Standard_DS14_v2_Promo,,35,Standard,16,112
qatarcentral,Standard_DS15_v2,,35,Standard,20,140
qatarcentral,Standard_DS1_v2,,35,Standard,1,3.5
qatarcentral,Standard_DS2_v2,,35,Standard,2,7
qatarcentral,Standard_DS2_v2_Promo,,35,Standard,2,7
qatarcentral,Standard_DS3_v2,,35,Standard,4,14
qatarcentral,Standard_DS3_v2_Promo,,35,Standard,4,14
qatarcentral,Standard_DS4_v2,,35,Standard,8,28
qatarcentral,Standard_DS4_v2_Promo,,35,Standard,8,28
qatarcentral,Standard_DS5_v2,,35,Standard,16,56
qatarcentral,Standard_DS5_v2_Promo,,35,Standard,16,56
qatarcentral,Standard_E104i_v5,,34,Standard,104,672
qatarcentral,Standard_E104id_v5,,34,Standard,104,672
qatarcentral,Standard_E104ids_v5,,34,Standard,104,672
qatarcentral,Standard_E104is_v5,,34,Standard,104,672
qatarcentral,Standard_E112ibds_v5,,34,Standard,112,672
qatarcentral,Standard_E112ibs_v5,,34,Standard,112,672
qatarcentral,Standard_E16-4ds_v4,,35,Standard,16,128
qatarcentral,Standard_E16-4ds_v5,,34,Standard,16,128
qatarcentral,Standard_E16-4s_v3,,35,Standard,16,128
qatarcentral,Standard_E16-4s_v4,,35,Standard,16,128
qatarcentral,Standard_E16-4s_v5,,34,Standard,16,128
qatarcentral,Standard_E16-8ds_v4,,35,Standard,16,128
qatarcentral,Standard_E16-8ds_v5,,34,Standard,16,128
qatarcentral,Standard_E16-8s_v3,,35,Standard,16,128
qatarcentral,Standard_E16-8s_v4,,35,Standard,16,128
qatarcentral,Standard_E16-8s_v5,,34,Standard,16,128
qatarcentral,Standard_E16_v3,,35,Standard,16,128
qatarcentral,Standard_E16_v4,,35,Standard,16,128
qatarcentral,Standard_E16_v5,,34,Standard,16,128
qatarcentral,Standard_E16bds_v5,,34,Standard,16,128
qatarcentral,Standard_E16bs_v5,,34,Standard,16,128
qatarcentral,Standard_E16d_v4,,35,Standard,16,128
qatarcentral,Standard_E16d_v5,,34,Standard,16,128
qatarcentral,Standard_E16ds_v4,,35,Standard,16,128
qatarcentral,Standard_E16ds_v5,,34,Standard,16,128
qatarcentral,Standard_E16s_v3,,35,Standard,16,128
qatarcentral,Standard_E16s_v4,,35,Standard,16,128
qatarcentral,Standard_E16s_v5,,34,Standard,16,128
qatarcentral,Standard_E20_v3,,35,Standard,20,160
qatarcentral,Standard_E20_v4,,35,Standard,20,160
qatarcentral,Standard_E20_v5,,34,Standard,20,160
qatarcentral,Standard_E20d_v4,,35,Standard,20,160
qatarcentral,Standard_E20d_v5,,34,Standard,20,160
qatarcentral,Standard_E20ds_v4,,35,Standard,20,160
qatarcentral,Standard_E20ds_v5,,34,Standard,20,160
qatarcentral,Standard_E20s_v3,,35,Standard,20,160
qatarcentral,Standard_E20s_v4,,35,Standard,20,160
qatarcentral,Standard_E20s_v5,,34,Standard,20,160
qatarcentral,Standard_E2_v3,,35,Standard,2,16
qatarcentral,Standard_E2_v4,,35,Standard,2,16
qatarcentral,Standard_E2_v5,,34,Standard,2,16
qatarcentral,Standard_E2bds_v5,,34,Standard,2,16
qatarcentral,Standard_E2bs_v5,,34,Standard,2,16
qatarcentral,Standard_E2d_v4,,35,Standard,2,16
qatarcentral,Standard_E2d_v5,,34,Standard,2,16
qatarcentral,Standard_E2ds_v4,,35,Standard,2,16
qatarcentral,Standard_E2ds_v5,,34,Standard,2,16
qatarcentral,Standard_E2s_v3,,35,Standard,2,16
qatarcentral,Standard_E2s_v4,,35,Standard,2,16
qatarcentral,Standard_E2s_v5,,34,Standard,2,16
qatarcentral,Standard_E32-16ds_v4,,35,Standard,32,256
qatarcentral,Standard_E32-16ds_v5,,34,Standard,32,256
qatarcentral,Standard_E32-16s_v3,,35,Standard,32,256
qatarcentral,Standard_E32-16s_v4,,35,Standard,32,256
qatarcentral,Standard_E32-16s_v5,,34,Standard,32,256
qatarcentral,Standard_E32-8ds_v4,,35,Standard,32,256
qatarcentral,Standard_E32-8ds_v5,,34,Standard,32,256
qatarcentral,Standard_E32-8s_v3,,35,Standard,32,256
qatarcentral,Standard_E32-8s_v4,,35,Standard,32,256
qatarcentral,Standard_E32-8s_v5,,34,Standard,32,256
qatarcentral,Standard_E32_v3,,35,Standard,32,256
qatarcentral,Standard_E32_v4,,35,Standard,32,256
qatarcentral,Standard_E32_v5,,34,Standard,32,256
qatarcentral,Standard_E32bds_v5,,34,Standard,32,256
qatarcentral,Standard_E32bs_v5,,34,Standard,32,256
qatarcentral,Standard_E32d_v4,,35,Standard,32,256
qatarcentral,Standard_E32d_v5,,34,Standard,32,256
qatarcentral,Standard_E32ds_v4,,35,Standard,32,256
qatarcentral,Standard_E32ds_v5,,34,Standard,32,256
qatarcentral,Standard_E32s_v3,,35,Standard,32,256
qatarcentral,Standard_E32s_v4,,35,Standard,32,256
qatarcentral,Standard_E32s_v5,,34,Standard,32,256
qatarcentral,Standard_E4-2ds_v4,,35,Standard,4,32
qatarcentral,Standard_E4-2ds_v5,,34,Standard,4,32
qatarcentral,Standard_E4-2s_v3,,35,Standard,4,32
qatarcentral,Standard_E4-2s_v4,,35,Standard,4,32
qatarcentral,Standard_E4-2s_v5,,34,Standard,4,32
qatarcentral,Standard_E48_v3,,35,Standard,48,384
qatarcentral,Standard_E48_v4,,34,Standard,48,384
qatarcentral,Standard_E48_v5,,34,Standard,48,384
qatarcentral,Standard_E48bds_v5,,34,Standard,48,384
qatarcentral,Standard_E48bs_v5,,34,Standard,48,384
qatarcentral,Standard_E48d_v4,,34,Standard,48,384
qatarcentral,Standard_E48d_v5,,34,Standard,48,384
qatarcentral,Standard_E48ds_v4,,34,Standard,48,384
qatarcentral,Standard_E48ds_v5,,34,Standard,48,384
qatarcentral,Standard_E48s_v3,,35,Standard,48,384
qatarcentral,Standard_E48s_v4,,34,Standard,48,384
qatarcentral,Standard_E48s_v5,,34,Standard,48,384
qatarcentral,Standard_E4_v3,,35,Standard,4,32
qatarcentral,Standard_E4_v4,,35,Standard,4,32
qatarcentral,Standard_E4_v5,,34,Standard,4,32
qatarcentral,Standard_E4bds_v5,,34,Standard,4,32
qatarcentral,Standard_E4bs_v5,,34,Standard,4,32
qatarcentral,Standard_E4d_v4,,35,Standard,4,32
qatarcentral,Standard_E4d_v5,,34,Standard,4,32
qatarcentral,Standard_E4ds_v4,,35,Standard,4,32
qatarcentral,Standard_E4ds_v5,,34,Standard,4,32
qatarcentral,Standard_E4s_v3,,35,Standard,4,32
qatarcentral,Standard_E4s_v4,,35,Standard,4,32
qatarcentral,Standard_E4s_v5,,34,Standard,4,32
qatarcentral,Standard_E64-16ds_v4,,34,Standard,64,504
qatarcentral,Standard_E64-16ds_v5,,34,Standard,64,512
qatarcentral,Standard_E64-16s_v3,,35,Standard,64,432
qatarcentral,Standard_E64-16s_v4,,34,Standard,64,504
qatarcentral,Standard_E64-16s_v5,,34,Standard,64,512
qatarcentral,Standard_E64-32ds_v4,,34,Standard,64,504
qatarcentral,Standard_E64-32ds_v5,,34,Standard,64,512
qatarcentral,Standard_E64-32s_v3,,35,Standard,64,432
qatarcentral,Standard_E64-32s_v4,,34,Standard,64,504
qatarcentral,Standard_E64-32s_v5,,34,Standard,64,512
qatarcentral,Standard_E64_v3,,35,Standard,64,432
qatarcentral,Standard_E64_v4,,34,Standard,64,504
qatarcentral,Standard_E64_v5,,34,Standard,64,512
qatarcentral,Standard_E64bds_v5,,34,Standard,64,512
qatarcentral,Standard_E64bs_v5,,34,Standard,64,512
qatarcentral,Standard_E64d_v4,,34,Standard,64,504
qatarcentral,Standard_E64d_v5,,34,Standard,64,512
qatarcentral,Standard_E64ds_v4,,34,Standard,64,504
qatarcentral,Standard_E64ds_v5,,34,Standard,64,512
qatarcentral,Standard_E64s_v3,,35,Standard,64,432
qatarcentral,Standard_E64s_v4,,34,Standard,64,504
qatarcentral,Standard_E64s_v5,,34,Standard,64,512
qatarcentral,Standard_E8-2ds_v4,,35,Standard,8,64
qatarcentral,Standard_E8-2ds_v5,,34,Standard,8,64
qatarcentral,Standard_E8-2s_v3,,35,Standard,8,64
qatarcentral,Standard_E8-2s_v4,,35,Standard,8,64
qatarcentral,Standard_E8-2s_v5,,34,Standard,8,64
qatarcentral,Standard_E8-4ds_v4,,35,Standard,8,64
qatarcentral,Standard_E8-4ds_v5,,34,Standard,8,64
qatarcentral,Standard_E8-4s_v3,,35,Standard,8,64
qatarcentral,Standard_E8-4s_v4,,35,Standard,8,64
qatarcentral,Standard_E8-4s_v5,,34,Standard,8,64
qatarcentral,Standard_E80ids_v4,,32,Standard,80,504
qatarcentral,Standard_E80is_v4,,32,Standard,80,504
qatarcentral,Standard_E8_v3,,35,Standard,8,64
qatarcentral,Standard_E8_v4,,35,Standard,8,64
qatarcentral,Standard_E8_v5,,34,Standard,8,64
qatarcentral,Standard_E8bds_v5,,34,Standard,8,64
qatarcentral,Standard_E8bs_v5,,34,Standard,8,64
qatarcentral,Standard_E8d_v4,,35,Standard,8,64
qatarcentral,Standard_E8d_v5,,34,Standard,8,64
qatarcentral,Standard_E8ds_v4,,35,Standard,8,64
qatarcentral,Standard_E8ds_v5,,34,Standard,8,64
qatarcentral,Standard_E8s_v3,,35,Standard,8,64
qatarcentral,Standard_E8s_v4,,35,Standard,8,64
qatarcentral,Standard_E8s_v5,,34,Standard,8,64
qatarcentral,Standard_E96-24ds_v5,,34,Standard,96,672
qatarcentral,Standard_E96-24s_v5,,34,Standard,96,672
qatarcentral,Standard_E96-48ds_v5,,34,Standard,96,672
qatarcentral,Standard_E96-48s_v5,,34,Standard,96,672
qatarcentral,Standard_E96_v5,,34,Standard,96,672
qatarcentral,Standard_E96bds_v5,,33,Standard,96,672
qatarcentral,Standard_E96bs_v5,,33,Standard,96,672
qatarcentral,Standard_E96d_v5,,34,Standard,96,672
qatarcentral,Standard_E96ds_v5,,34,Standard,96,672
qatarcentral,Standard_E96s_v5,,34,Standard,96,672
qatarcentral,Standard_F1,,35,Standard,1,2
qatarcentral,Standard_F16,,35,Standard,16,32
qatarcentral,Standard_F16s,,35,Standard,16,32
qatarcentral,Standard_F16s_v2,,35,Standard,16,32
qatarcentral,Standard_F1s,,35,Standard,1,2
qatarcentral,Standard_F2,,35,Standard,2,4
qatarcentral,Standard_F2s,,35,Standard,2,4
qatarcentral,Standard_F2s_v2,,35,Standard,2,4
qatarcentral,Standard_F32s_v2,,35,Standard,32,64
qatarcentral,Standard_F4,,35,Standard,4,8
qatarcentral,Standard_F48s_v2,,35,Standard,48,96
qatarcentral,Standard_F4s,,35,Standard,4,8
qatarcentral,Standard_F4s_v2,,35,Standard,4,8
qatarcentral,Standard_F64s_v2,,35,Standard,64,128
qatarcentral,Standard_F72s_v2,,35,Standard,72,144
qatarcentral,Standard_F8,,35,Standard,8,16
qatarcentral,Standard_F8s,,35,Standard,8,16
qatarcentral,Standard_F8s_v2,,35,Standard,8,16
qatarcentral,Standard_HB120-16rs_v2,,6,Standard,120,456
qatarcentral,Standard_HB120-32rs_v2,,6,Standard,120,456
qatarcentral,Standard_HB120-64rs_v2,,6,Standard,120,456
qatarcentral,Standard_HB120-96rs_v2,,6,Standard,120,456
qatarcentral,Standard_HB120rs_v2,,6,Standard,120,456
qatarcentral,Standard_L16s_v3,,22,Standard,16,128
qatarcentral,Standard_L32s_v3,,22,Standard,32,256
qatarcentral,Standard_L48s_v3,,22,Standard,48,384
qatarcentral,Standard_L64s_v3,,22,Standard,64,512
qatarcentral,Standard_L80s_v3,,22,Standard,80,640
qatarcentral,Standard_L8s_v3,,22,Standard,8,64
qatarcentral,Standard_M128,,30,Standard,128,2048
qatarcentral,Standard_M128-32ms,,30,Standard,128,3892
qatarcentral,Standard_M128-64ms,,30,Standard,128,3892
qatarcentral,Standard_M128dms_v2,,30,Standard,128,3892
qatarcentral,Standard_M128ds_v2,,30,Standard,128,2048
qatarcentral,Standard_M128m,,30,Standard,128,3892
qatarcentral,Standard_M128ms,,30,Standard,128,3892
qatarcentral,Standard_M128ms_v2,,30,Standard,128,3892
qatarcentral,Standard_M128s,,30,Standard,128,2048
qatarcentral,Standard_M128s_v2,,30,Standard,128,2048
qatarcentral,Standard_M16-4ms,,30,Standard,16,437.5
qatarcentral,Standard_M16-8ms,,30,Standard,16,437.5
qatarcentral,Standard_M16ms,,30,Standard,16,437.5
qatarcentral,Standard_M192idms_v2,,29,Standard,192,4096
qatarcentral,Standard_M192ids_v2,,29,Standard,192,2048
qatarcentral,Standard_M192ims_v2,,29,Standard,192,4096
qatarcentral,Standard_M192is_v2,,29,Standard,192,2048
qatarcentral,Standard_M32-16ms,,30,Standard,32,875
qatarcentral,Standard_M32-8ms,,30,Standard,32,875
qatarcentral,Standard_M32dms_v2,,30,Standard,32,875
qatarcentral,Standard_M32ls,,30,Standard,32,256
qatarcentral,Standard_M32ms,,30,Standard,32,875
qatarcentral,Standard_M32ms_v2,,30,Standard,32,875
qatarcentral,Standard_M32ts,,30,Standard,32,192
qatarcentral,Standard_M64,,30,Standard,64,1024
qatarcentral,Standard_M64-16ms,,30,Standard,64,1792
qatarcentral,Standard_M64-32ms,,30,Standard,64,1792
qatarcentral,Standard_M64dms_v2,,30,Standard,64,1792
qatarcentral,Standard_M64ds_v2,,30,Standard,64,1024
qatarcentral,Standard_M64ls,,30,Standard,64,512
qatarcentral,Standard_M64m,,30,Standard,64,1792
qatarcentral,Standard_M64ms,,30,Standard,64,1792
qatarcentral,Standard_M64ms_v2,,30,Standard,64,1792
qatarcentral,Standard_M64s,,30,Standard,64,1024
qatarcentral,Standard_M64s_v2,,30,Standard,64,1024
qatarcentral,Standard_M8-2ms,,30,Standard,8,218.75
qatarcentral,Standard_M8-4ms,,30,Standard,8,218.75
qatarcentral,Standard_M8ms,,30,Standard,8,218.75
qatarcentral,Standard_NC12s_v3,,13,Standard,12,224
qatarcentral,Standard_NC24s_v3,,13,Standard,24,448
qatarcentral,Standard_NC6s_v3,,13,Standard,6,112
qatarcentral,Standard_NV12ads_A10_v5,,21,Standard,12,110
qatarcentral,Standard_NV18ads_A10_v5,,21,Standard,18,220
qatarcentral,Standard_NV36adms_A10_v5,,21,Standard,36,880
qatarcentral,Standard_NV36ads_A10_v5,,21,Standard,36,440
qatarcentral,Standard_NV6ads_A10_v5,,21,Standard,6,55
qatarcentral,Standard_NV72ads_A10_v5,,21,Standard,72,880
koreasouth,Basic_A0,,16,Basic,1,0.75
koreasouth,Basic_A1,,16,Basic,1,1.75
koreasouth,Basic_A2,,16,Basic,2,3.5
koreasouth,Basic_A3,,16,Basic,4,7
koreasouth,Basic_A4,,16,Basic,8,14
koreasouth,Standard_A0,,16,Standard,1,0.75
koreasouth,Standard_A1,,16,Standard,1,1.75
koreasouth,Standard_A1_v2,,35,Standard,1,2
koreasouth,Standard_A2,,16,Standard,2,3.5
koreasouth,Standard_A2_v2,,35,Standard,2,4
koreasouth,Standard_A2m_v2,,35,Standard,2,16
koreasouth,Standard_A3,,16,Standard,4,7
koreasouth,Standard_A4,,16,Standard,8,14
koreasouth,Standard_A4_v2,,35,Standard,4,8
koreasouth,Standard_A4m_v2,,35,Standard,4,32
koreasouth,Standard_A5,,16,Standard,2,14
koreasouth,Standard_A6,,16,Standard,4,28
koreasouth,Standard_A7,,16,Standard,8,56
koreasouth,Standard_A8_v2,,35,Standard,8,16
koreasouth,Standard_A8m_v2,,35,Standard,8,64
koreasouth,Standard_B12ms,,35,Standard,12,48
koreasouth,Standard_B16als_v2,,32,Standard,16,32
koreasouth,Standard_B16as_v2,,32,Standard,16,64
koreasouth,Standard_B16ls_v2,,34,Standard,16,32
koreasouth,Standard_B16ms,,35,Standard,16,64
koreasouth,Standard_B16s_v2,,34,Standard,16,64
koreasouth,Standard_B1ls,,35,Standard,1,0.5
koreasouth,Standard_B1ms,,35,Standard,1,2
koreasouth,Standard_B1s,,35,Standard,1,1
koreasouth,Standard_B20ms,,35,Standard,20,80
koreasouth,Standard_B2als_v2,,32,Standard,2,4
koreasouth,Standard_B2as_v2,,32,Standard,2,8
koreasouth,Standard_B2ats_v2,,32,Standard,2,1
koreasouth,Standard_B2ls_v2,,34,Standard,2,4
koreasouth,Standard_B2ms,,35,Standard,2,8
koreasouth,Standard_B2s,,35,Standard,2,4
koreasouth,Standard_B2s_v2,,34,Standard,2,8
koreasouth,Standard_B2ts_v2,,34,Standard,2,1
koreasouth,Standard_B32als_v2,,32,Standard,32,64
koreasouth,Standard_B32as_v2,,32,Standard,32,128
koreasouth,Standard_B32ls_v2,,34,Standard,32,64
koreasouth,Standard_B32s_v2,,34,Standard,32,128
koreasouth,Standard_B4als_v2,,32,Standard,4,8
koreasouth,Standard_B4as_v2,,32,Standard,4,16
koreasouth,Standard_B4ls_v2,,34,Standard,4,8
koreasouth,Standard_B4ms,,35,Standard,4,16
koreasouth,Standard_B4s_v2,,34,Standard,4,16
koreasouth,Standard_B8als_v2,,32,Standard,8,16
koreasouth,Standard_B8as_v2,,32,Standard,8,32
koreasouth,Standard_B8ls_v2,,34,Standard,8,16
koreasouth,Standard_B8ms,,35,Standard,8,32
koreasouth,Standard_B8s_v2,,34,Standard,8,32
koreasouth,Standard_D1,,16,Standard,1,3.5
koreasouth,Standard_D11,,16,Standard,2,14
koreasouth,Standard_D11_v2,,35,Standard,2,14
koreasouth,Standard_D11_v2_Promo,,35,Standard,2,14
koreasouth,Standard_D12,,16,Standard,4,28
koreasouth,Standard_D12_v2,,35,Standard,4,28
koreasouth,Standard_D12_v2_Promo,,35,Standard,4,28
koreasouth,Standard_D13,,16,Standard,8,56
koreasouth,Standard_D13_v2,,35,Standard,8,56
koreasouth,Standard_D13_v2_Promo,,35,Standard,8,56
koreasouth,Standard_D14,,16,Standard,16,112
koreasouth,Standard_D14_v2,,35,Standard,16,112
koreasouth,Standard_D14_v2_Promo,,35,Standard,16,112
koreasouth,Standard_D15_v2,,35,Standard,20,140
koreasouth,Standard_D16_v3,,35,Standard,16,64
koreasouth,Standard_D16_v4,,35,Standard,16,64
koreasouth,Standard_D16_v5,,34,Standard,16,64
koreasouth,Standard_D16a_v4,,32,Standard,16,64
koreasouth,Standard_D16ads_v5,,32,Standard,16,64
koreasouth,Standard_D16as_v4,,32,Standard,16,64
koreasouth,Standard_D16as_v5,,32,Standard,16,64
koreasouth,Standard_D16d_v4,,35,Standard,16,64
koreasouth,Standard_D16d_v5,,34,Standard,16,64
koreasouth,Standard_D16ds_v4,,35,Standard,16,64
koreasouth,Standard_D16ds_v5,,34,Standard,16,64
koreasouth,Standard_D16lds_v5,,34,Standard,16,32
koreasouth,Standard_D16ls_v5,,34,Standard,16,32
koreasouth,Standard_D16s_v3,,35,Standard,16,64
koreasouth,Standard_D16s_v4,,35,Standard,16,64
koreasouth,Standard_D16s_v5,,34,Standard,16,64
koreasouth,Standard_D1_v2,,35,Standard,1,3.5
koreasouth,Standard_D2,,16,Standard,2,7
koreasouth,Standard_D2_v2,,35,Standard,2,7
koreasouth,Standard_D2_v2_Promo,,35,Standard,2,7
koreasouth,Standard_D2_v3,,35,Standard,2,8
koreasouth,Standard_D2_v4,,35,Standard,2,8
koreasouth,Standard_D2_v5,,34,Standard,2,8
koreasouth,Standard_D2a_v4,,32,Standard,2,8
koreasouth,Standard_D2ads_v5,,32,Standard,2,8
koreasouth,Standard_D2as_v4,,32,Standard,2,8
